2022-09-13 03:00:39,682: 's':
2022-09-13 03:00:40,050: 'n':
2022-09-13 03:00:40,298: 'i':
2022-09-13 03:00:40,852: Key.enter:
2022-09-13 03:00:41,953: Key.ctrl_l:
2022-09-13 03:00:42,252: '\x0e':
2022-09-13 03:01:23,746: Key.ctrl_l:
2022-09-13 03:01:24,014: '\x13':
2022-09-13 03:01:25,578: 's':
2022-09-13 03:01:27,075: 's':
2022-09-13 03:01:27,369: '1':
2022-09-13 03:01:27,748: Key.enter:
2022-09-13 03:01:54,570: 'c':
2022-09-13 03:01:54,782: 'r':
2022-09-13 03:01:54,883: 'e':
2022-09-13 03:01:55,099: 'd':
2022-09-13 03:01:55,216: 'i':
2022-09-13 03:01:55,433: 't':
2022-09-13 03:01:55,539: Key.space:
2022-09-13 03:01:55,818: 'c':
2022-09-13 03:01:56,048: 'a':
2022-09-13 03:01:57,472: 'r':
2022-09-13 03:01:57,699: 'd':
2022-09-13 03:01:57,930: Key.space:
2022-09-13 03:01:58,204: 'n':
2022-09-13 03:01:58,430: 'o':
2022-09-13 03:01:58,728: '.':
2022-09-13 03:01:58,950: Key.space:
2022-09-13 03:01:59,888: '3':
2022-09-13 03:02:00,116: '4':
2022-09-13 03:02:00,972: '5':
2022-09-13 03:02:01,135: '5':
2022-09-13 03:02:01,984: Key.space:
2022-09-13 03:02:04,249: Key.backspace:
2022-09-13 03:02:04,764: Key.backspace:
2022-09-13 03:02:04,790: Key.backspace:
2022-09-13 03:02:04,823: Key.backspace:
2022-09-13 03:02:04,849: Key.backspace:
2022-09-13 03:02:04,882: Key.backspace:
2022-09-13 03:02:04,915: Key.backspace:
2022-09-13 03:02:04,943: Key.backspace:
2022-09-13 03:02:04,973: Key.backspace:
2022-09-13 03:02:05,006: Key.backspace:
2022-09-13 03:02:05,036: Key.backspace:
2022-09-13 03:02:05,062: Key.backspace:
2022-09-13 03:02:05,095: Key.backspace:
2022-09-13 03:02:05,115: Key.backspace:
2022-09-13 03:02:05,158: Key.backspace:
2022-09-13 03:02:05,182: Key.backspace:
2022-09-13 03:02:05,215: Key.backspace:
2022-09-13 03:02:05,249: Key.backspace:
2022-09-13 03:02:05,275: Key.backspace:
2022-09-13 03:02:05,307: Key.backspace:
2022-09-13 03:02:05,337: Key.backspace:
2022-09-13 03:02:05,366: Key.backspace:
2022-09-13 03:02:05,399: Key.backspace:
2022-09-13 03:02:05,423: Key.backspace:
2022-09-13 03:02:05,458: Key.backspace:
2022-09-13 03:02:05,482: Key.backspace:
2022-09-13 03:02:05,520: Key.backspace:
2022-09-13 03:02:05,539: Key.backspace:
2022-09-13 03:02:05,570: Key.backspace:
2022-09-13 03:02:05,602: Key.backspace:
2022-09-13 03:02:12,732: 'g':
2022-09-13 03:02:12,916: 'm':
2022-09-13 03:02:13,015: 'a':
2022-09-13 03:02:13,163: 'i':
2022-09-13 03:02:13,324: 'l':
2022-09-13 03:02:13,515: Key.space:
2022-09-13 03:02:13,634: 's':
2022-09-13 03:02:13,881: 'i':
2022-09-13 03:02:14,081: 'g':
2022-09-13 03:02:14,299: 'n':
2022-09-13 03:02:14,747: Key.right:
2022-09-13 03:02:15,027: Key.enter:
2022-09-13 03:02:21,513: Key.down:
2022-09-13 03:02:29,395: Key.ctrl_l:
2022-09-13 03:02:29,557: Key.shift:
2022-09-13 03:02:29,644: '\x0e':
2022-09-13 03:02:31,715: 'g':
2022-09-13 03:02:31,912: 'm':
2022-09-13 03:02:31,997: 'a':
2022-09-13 03:02:32,133: 'i':
2022-09-13 03:02:32,317: 'l':
2022-09-13 03:02:32,511: Key.space:
2022-09-13 03:02:32,640: 's':
2022-09-13 03:02:32,755: 'i':
2022-09-13 03:02:32,910: 'n':
2022-09-13 03:02:33,004: 'g':
2022-09-13 03:02:33,199: Key.enter:
2022-09-13 03:02:53,731: 's':
2022-09-13 03:02:53,910: 'n':
2022-09-13 03:02:54,035: 'e':
2022-09-13 03:02:54,155: 'h':
2022-09-13 03:02:54,300: 'a':
2022-09-13 03:02:54,462: 't':
2022-09-13 03:02:55,204: Key.down:
2022-09-13 03:02:55,384: Key.down:
2022-09-13 03:02:55,596: Key.down:
2022-09-13 03:02:55,932: Key.enter:
2022-09-13 03:03:00,321: Key.ctrl_l:
2022-09-13 03:03:00,484: '\x0e':
2022-09-13 03:03:08,494: Key.ctrl_l:
2022-09-13 03:03:08,645: '\x13':
2022-09-13 03:03:09,882: '2':
2022-09-13 03:03:11,978: Key.backspace:
2022-09-13 03:03:12,295: 's':
2022-09-13 03:03:12,449: 's':
2022-09-13 03:03:12,720: '2':
2022-09-13 03:03:23,773: 'm':
2022-09-13 03:03:24,052: 'y':
2022-09-13 03:03:24,564: 's':
2022-09-13 03:03:24,781: 'e':
2022-09-13 03:03:24,986: 'c':
2022-09-13 03:03:25,211: 'r':
2022-09-13 03:03:25,384: 'e':
2022-09-13 03:03:25,644: 't':
2022-09-13 03:03:26,438: 'p':
2022-09-13 03:03:26,712: 'a':
2022-09-13 03:03:26,955: 's':
2022-09-13 03:03:27,086: 's':
2022-09-13 03:03:27,277: 'w':
2022-09-13 03:03:27,444: 'o':
2022-09-13 03:03:27,575: 'r':
2022-09-13 03:03:27,787: 'd':
2022-09-13 03:03:29,661: Key.ctrl_l:
2022-09-13 03:03:29,833: '\x0e':
2022-09-13 03:03:38,627: Key.ctrl_l:
2022-09-13 03:03:39,011: '\x13':
2022-09-13 03:03:42,171: 's':
2022-09-13 03:03:42,339: 's':
2022-09-13 03:03:42,608: '3':
2022-09-13 03:04:02,025: 's':
2022-09-13 03:04:02,208: 'n':
2022-09-13 03:04:02,459: 'i':
2022-09-13 03:04:02,859: Key.enter:
2022-09-13 03:04:04,758: Key.ctrl_l:
2022-09-13 03:04:04,959: '\x0e':
2022-09-13 03:04:27,698: Key.ctrl_l:
2022-09-13 03:04:27,832: '\x0e':
2022-09-13 03:04:36,857: Key.ctrl_l:
2022-09-13 03:04:37,175: '\x13':
2022-09-13 03:04:38,608: 's':
2022-09-13 03:04:38,759: 's':
2022-09-13 03:04:40,114: '4':
2022-09-13 03:04:40,607: Key.enter:
2022-09-13 03:04:51,073: Key.ctrl_l:
2022-09-13 03:04:51,446: '\x02':
2022-09-13 03:04:55,039: Key.ctrl_l:
2022-09-13 03:04:55,482: '\x0e':
2022-09-13 03:05:05,407: Key.ctrl_l:
2022-09-13 03:05:32,714: Key.ctrl_l:
2022-09-13 03:05:32,827: '\x13':
2022-09-13 03:05:34,712: 's':
2022-09-13 03:05:34,838: 's':
2022-09-13 03:05:35,816: '5':
2022-09-13 03:05:36,313: Key.enter:
